id,question,answer,description,category_id,difficulty_id,expected_output
326,"以下のコードを実行すると、出力されるのは？
```python
class Example:
    class_var = 10  # クラス変数

    def __init__(self, value):
        self.instance_var = value  # インスタンス変数

    @classmethod
    def class_method(cls):
        cls.class_var += 5
        return cls.class_var

    @staticmethod
    def static_method():
        return ""これはスタティックメソッドです。""

# インスタンスを作成
obj1 = Example(100)
obj2 = Example(200)

# メソッドの呼び出し
print(obj1.class_method())  # クラスメソッドの呼び出し
print(obj2.class_method())  # クラスメソッドの呼び出し
print(Example.static_method())  # スタティックメソッドの呼び出し
```
📌 選択肢
1️⃣ 15 → 20 → ""これはスタティックメソッドです。""
2️⃣ 15 → 15 → ""これはスタティックメソッドです。""
3️⃣ 10 → 15 → ""これはスタティックメソッドです。""
4️⃣ エラーが発生する","1️⃣ 15 → 20 → ""これはスタティックメソッドです。""","このコードでは クラスメソッド (@classmethod) と スタティックメソッド (@staticmethod) の動作 を確認できるよ！

✅ 1. class_method() の動作
```
@classmethod
def class_method(cls):
    cls.class_var += 5
    return cls.class_var
```
📌 クラスメソッド (class_method) は、クラス変数 class_var を変更する！
📌 cls.class_var を +5 するので、クラスメソッドを呼び出すたびに値が増える！

✅ 2. class_method() の呼び出し
```
print(obj1.class_method())  # 15
print(obj2.class_method())  # 20
```
📌 クラス変数 (class_var) の変更は全インスタンスで共有！
📌 最初の obj1.class_method() の時点で 10 + 5 = 15 になる！
📌 次の obj2.class_method() で 15 + 5 = 20 になる！

✔ obj1.class_method() → 15
✔ obj2.class_method() → 20

✅ 3. static_method() の動作
```
@staticmethod
def static_method():
    return ""これはスタティックメソッドです。""
```
📌 static_method() は、クラス変数やインスタンス変数を操作しない！
📌 単に ""これはスタティックメソッドです。"" を返すだけ！

✔ Example.static_method() → ""これはスタティックメソッドです。""

📌 最終的な出力
15
20
これはスタティックメソッドです。
✅ だから、正解は 1️⃣ 15 → 20 → ""これはスタティックメソッドです。""！ 🎉

📌 まとめ
✅ クラスメソッド (@classmethod) は cls を使い、クラス変数を操作できる！
✅ クラスメソッドを呼ぶたびに class_var が増えていく！
✅ スタティックメソッド (@staticmethod) はクラス変数を使わず、単に関数を定義できる！",4,3,
327,"以下のコードを実行すると、出力されるのは？
```python
class Parent:
    def __init__(self):
        self.value = 10

    def show(self):
        return f""Parent: {self.value}""

class Child(Parent):
    def __init__(self):
        super().__init__()
        self.value = 20  # 親クラスの変数と同じ名前の変数を上書き

    def show(self):
        return f""Child: {self.value}""

p = Parent()
c = Child()

print(p.show())
print(c.show())
```

1️⃣ ""Parent: 10"" → ""Child: 20""
2️⃣ ""Parent: 10"" → ""Parent: 10""
3️⃣ ""Child: 20"" → ""Parent: 10""
4️⃣ エラーが発生する","1️⃣ ""Parent: 10"" → ""Child: 20""","このコードでは、親クラス (Parent) と 子クラス (Child) の関係と super() の動作 を確認できるよ！

✅ 1. Parent クラスの __init__() と show()
```
class Parent:
    def __init__(self):
        self.value = 10

    def show(self):
        return f""Parent: {self.value}""
```
📌 __init__() で self.value = 10 を設定！
📌 show() メソッドは ""Parent: 10"" を返す！

✅ 2. Child クラスの __init__()
```
class Child(Parent):
    def __init__(self):
        super().__init__()  # ✅ 親クラスのコンストラクタを呼ぶ
        self.value = 20  # ✅ 親クラスの value を上書き
```
📌 super().__init__() で Parent の __init__() を実行！
📌 その結果、最初に self.value = 10 が設定される！
📌 その後 self.value = 20 で上書きされる！

✅ 3. show() の動作
p.show() の動作
```
p = Parent()
print(p.show())  # ✅ Parent: 10
```
✔ 親クラス (Parent) の show() が呼ばれる！
✔ self.value は 10 のままなので、出力は ""Parent: 10""

c.show() の動作
```
c = Child()
print(c.show())  # ✅ Child: 20
```
✔ 子クラス (Child) の show() が呼ばれる！
✔ self.value は 20 に上書きされているので、出力は ""Child: 20""

📌 最終的な出力
Parent: 10
Child: 20

📌 まとめ
✅ super().__init__() を使うと、親クラスの __init__() を実行できる！
✅ 子クラスで self.value = 20 を設定すると、親の value = 10 を上書きする！
✅ show() をオーバーライドすると、子クラス独自のメソッドを定義できる！

",4,3,
328,"以下のコードを実行すると、出力されるのは？
```python
class A:
    def __init__(self):
        self.value = 5

    def show(self):
        return f""A: {self.value}""

class B(A):
    def __init__(self):
        super().__init__()
        self.value += 10

    def show(self):
        return f""B: {self.value}""

class C(A):
    def __init__(self):
        super().__init__()
        self.value *= 2

    def show(self):
        return f""C: {self.value}""

class D(B, C):
    def __init__(self):
        super().__init__()

d = D()
print(d.show())
```
1️⃣ ""B: 10""
2️⃣ ""B: 20""
3️⃣ ""C: 10""
4️⃣ ""C: 20""","2️⃣ ""B: 20""","✅ 1. MRO の確認
D(B, C) の場合、MRO（メソッド解決順序）はこうなる：

D → B → C → A
📌 つまり、 super().__init__() を実行すると、B → C → A の順に __init__() が実行される！

✅ 2. __init__() の順番
1️⃣ D の __init__() 実行
```
class D(B, C):
    def __init__(self):
        super().__init__()  # ✅ B の __init__() を呼ぶ（その後、C → A の順に実行）
```
📌 D の super().__init__() は B の __init__() を呼ぶ！
📌 B は super().__init__() を使って C の __init__() を呼ぶ！ 📌 C も super().__init__() を使って A の __init__() を呼ぶ！

2️⃣ A の __init__()（最初に実行）
```
class A:
    def __init__(self):
        self.value = 5
```
📌 self.value = 5 に初期化される！
📌 この値が B と C に引き継がれる！

3️⃣ C の __init__()（次に実行）
```
class C(A):
    def __init__(self):
        super().__init__()
        self.value *= 2  # ✅ 5 * 2 = 10
```
📌 C の __init__() で self.value *= 2 が実行される！
📌 よって、self.value = 10 に変わる！

4️⃣ B の __init__()（最後に実行）
```
class B(A):
    def __init__(self):
        super().__init__()
        self.value += 10  # ✅ 10 + 10 = 20
```
📌 C の __init__() が実行された後、B の __init__() が実行される！
📌 ここで self.value += 10 が適用される！ 📌 つまり、10 + 10 = 20 となる！

✅ 3. d.show() の動作
```
print(d.show())  # ✅ B の show() が呼ばれる
```
📌 MRO により D → B → C → A の順なので、 show() は B の show() を使う！
```
class B(A):
    def show(self):
        return f""B: {self.value}""
```
📌 現在 self.value = 20 なので、 ""B: 20"" が出力！

✅ MRO の基本ルール
1️⃣ 「左から順に」継承クラスをたどる

D(B, C) の場合、B が C よりも先に来る
2️⃣ 各クラスが継承している親クラスをさらにたどる
B(A) の場合、本来は A に行くが、MRO では C の後に A に行く！
3️⃣ 同じクラスが複数回出る場合は、最初の出現だけを残す
A は B と C の両方が継承しているが、一度だけ通る

✅ MRO を手順で確認
D(B, C) → まず B に行く
B(A) → 本来なら A へ行くが、まだ C を見ていないので C に行く
C(A) → A に行く
A はすでに C で通ったので、一度だけ実行される

📌 つまり、MRO の順番は…
D → B → C → A",4,3,
329,"以下のコードを実行すると、出力されるのは？
```
class A:
    def __init__(self):
        print(""Aのコンストラクタ"")
        self.value = 10

class B(A):
    def __init__(self):
        print(""Bのコンストラクタ"")
        super().__init__()
        self.value += 5

class C(A):
    def __init__(self):
        print(""Cのコンストラクタ"")
        super().__init__()
        self.value *= 2

class D(B, C):
    def __init__(self):
        print(""Dのコンストラクタ"")
        super().__init__()

obj = D()
print(obj.value)
```
📌 選択肢
1️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 30
2️⃣ Dのコンストラクタ → Cのコンストラクタ → Bのコンストラクタ → Aのコンストラクタ → 20
3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 25
4️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 40","3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 25","この問題は MRO（Method Resolution Order） に基づいて、super().__init__() の処理順と、value の変更の流れを考えるのがポイント！

📌 MRO（メソッド解決順序）を確認
クラス D の継承関係は以下のとおり：
class D(B, C)
class B(A)
class C(A)
👉 MRO のルール に従って、D(B, C) の MRO を求めると：
D → B → C → A

🔹 MRO を手順で確認
D.__init__() が呼ばれる
super().__init__() によって MRO の順番に従い B.__init__() が実行される
B.__init__() の super().__init__() は MRO に従い C.__init__() に進む
C.__init__() の super().__init__() で A.__init__() に行く
A.__init__() の処理が終わると、MRO の逆順に戻りながら、B と C の処理を実行

📌 value の変化
✅ A.__init__() が実行される
self.value = 10  # 🔹 最初に 10 がセットされる

✅ C.__init__() の super().__init__() の後の処理
self.value *= 2  # 🔹 10 × 2 = 20

✅ B.__init__() の super().__init__() の後の処理
self.value += 5  # 🔹 20 + 5 = 25

📌 実際の出力
Dのコンストラクタ
Bのコンストラクタ
Cのコンストラクタ
Aのコンストラクタ
25

📌 まとめ
✅ MRO に従い、D → B → C → A の順で __init__() が実行される！
✅ value の変更は A → C → B の順に行われるため、最終的に 25 になる！

💡 この問題では「MRO の順番がすべてを決める！」ことを意識しよう！ 😃",4,3,
330,"以下のコードを実行すると、出力されるのは？
```
class A:
    def __init__(self):
        print(""Aのコンストラクタ"")
        self.value = 5

class B(A):
    def __init__(self):
        print(""Bのコンストラクタ"")
        super().__init__()
        self.value -= 2

class C(A):
    def __init__(self):
        print(""Cのコンストラクタ"")
        super().__init__()
        self.value *= 3

class D(B, C):
    def __init__(self):
        print(""Dのコンストラクタ"")
        super().__init__()

obj = D()
print(obj.value)
```
1️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 9
2️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 13
3️⃣ Dのコンストラクタ → Cのコンストラクタ → Bのコンストラクタ → Aのコンストラクタ → 15
4️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 10","2️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 13","この問題では、MRO（Method Resolution Order） に基づいて super().__init__() がどの順で呼ばれるかを理解するのがポイントです。

📌 MRO（メソッド解決順序）を確認
クラスの継承関係を整理します：

class D(B, C)
class B(A)
class C(A)

👉 MROの順番
PythonのMROは、C3線形化アルゴリズム に基づき、クラスの継承順を決定します。
D(B, C) の MRO は以下のようになります：

D → B → C → A

つまり、super().__init__() はこの順で呼び出されます。

📌 各クラスの __init__() の実行順
D.__init__()
```
print(""Dのコンストラクタ"")
super().__init__()
```
D のコンストラクタが呼ばれ、次に super().__init__() で B.__init__() へ進む。

B.__init__()
```
print(""Bのコンストラクタ"")
super().__init__()
self.value -= 2
```
B のコンストラクタが呼ばれ、次に super().__init__() で C.__init__() へ進む。

C.__init__()
```
print(""Cのコンストラクタ"")
super().__init__()
self.value *= 3
```
C のコンストラクタが呼ばれ、次に super().__init__() で A.__init__() へ進む。

A.__init__()
```
print(""Aのコンストラクタ"")
self.value = 5
```
A のコンストラクタが呼ばれ、self.value に 5 をセット。
📌 value の変化
A.__init__()

self.value = 5
C.__init__()

self.value *= 3 → 5 × 3 = 15
B.__init__()

self.value -= 2 → 15 - 2 = 13

📌 実際の出力
Dのコンストラクタ
Bのコンストラクタ
Cのコンストラクタ
Aのコンストラクタ
13

📌 まとめ
MRO に従い、D → B → C → A の順で __init__() が実行される！
value の変更は A → C → B の順で行われ、最終的に 13 となる！
💡 この問題では、MRO の順序と super() の挙動を正しく理解することが重要です！ 😊",4,3,
331,"以下のコードを実行すると、出力されるのは？
```
class A:
    def __init__(self):
        print(""Aのコンストラクタ"")
        self.value = 2

class B(A):
    def __init__(self):
        print(""Bのコンストラクタ"")
        super().__init__()
        self.value **= 3  # value を 3乗する

class C(A):
    def __init__(self):
        print(""Cのコンストラクタ"")
        super().__init__()
        self.value += 5  # value に 5 を加算

class D(B, C):
    def __init__(self):
        print(""Dのコンストラクタ"")
        super().__init__()

obj = D()
print(obj.value)
```
1️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 7
2️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 512
3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 343
4️⃣ Dのコンストラクタ → Cのコンストラクタ → Bのコンストラクタ → Aのコンストラクタ → 49","3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → 343","この問題では、MRO（Method Resolution Order） に基づいて super().__init__() がどの順で呼ばれるかを理解し、value の変化を追うことがポイントです。

📌 MRO（メソッド解決順序）を確認
クラスの継承関係：

class D(B, C)
class B(A)
class C(A)

👉 MROの順番
PythonのMROは、C3線形化アルゴリズム に基づき、クラスの継承順を決定します。
D(B, C) の MRO は以下のようになります：

D → B → C → A
つまり、super().__init__() はこの順で呼び出されます。

📌 各クラスの __init__() の実行順
D.__init__()
```
print(""Dのコンストラクタ"")
super().__init__()
D のコンストラクタが呼ばれ、次に super().__init__() で B.__init__() へ進む。
B.__init__()

print(""Bのコンストラクタ"")
super().__init__()
self.value **= 3
```
B のコンストラクタが呼ばれ、次に super().__init__() で C.__init__() へ進む。

C.__init__()
```
print(""Cのコンストラクタ"")
super().__init__()
self.value += 5
```
C のコンストラクタが呼ばれ、次に super().__init__() で A.__init__() へ進む。

A.__init__()
```
print(""Aのコンストラクタ"")
self.value = 2
```
A のコンストラクタが呼ばれ、self.value に 2 をセット。

📌 value の変化
A.__init__()
```
self.value = 2
```
C.__init__()
```
self.value += 5 → 2 + 5 = 7
```
B.__init__()
```
self.value **= 3 → 7³ = 343
```
📌 実際の出力
Dのコンストラクタ
Bのコンストラクタ
Cのコンストラクタ
Aのコンストラクタ
343

📌 まとめ
MRO に従い、D → B → C → A の順で __init__() が実行される！
value の変更は A → C → B の順で行われ、最終的に 343 となる！
💡 MRO の順番と super() の処理順をしっかり意識しよう！ 😃",4,3,
332,"以下のコードを実行すると、出力されるのは？
```
class A:
    def __init__(self):
        print(""Aのコンストラクタ"")
        self.value = 10

    def show(self):
        print(f""A: {self.value}"")

class B(A):
    def __init__(self):
        print(""Bのコンストラクタ"")
        super().__init__()
        self.value += 5

    def show(self):
        print(f""B: {self.value}"")

class C(A):
    def __init__(self):
        print(""Cのコンストラクタ"")
        super().__init__()
        self.value *= 2

    def show(self):
        print(f""C: {self.value}"")

class D(B, C):
    def __init__(self):
        print(""Dのコンストラクタ"")
        super().__init__()

obj = D()
obj.show()
```
1️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → B: 25
2️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → B: 20
3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → C: 30
4️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → C: 40","1️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → B: 25","この問題のポイントは、MRO（Method Resolution Order） に基づく super().__init__() の実行順と、value の変更がどのように影響するかを理解することです。

📌 MRO（メソッド解決順序）を確認
クラスの継承関係：
class D(B, C)
class B(A)
class C(A)

👉 MROの順番
Pythonの C3線形化アルゴリズム に基づく MRO は以下のようになります：
D → B → C → A

つまり、super().__init__() はこの順で呼び出されます。

📌 各クラスの __init__() の実行順
D.__init__()
```
print(""Dのコンストラクタ"")
super().__init__()
```
D のコンストラクタが呼ばれ、super().__init__() で B.__init__() へ進む。

B.__init__()
```
print(""Bのコンストラクタ"")
super().__init__()
self.value += 5
```
B のコンストラクタが呼ばれ、super().__init__() で C.__init__() へ進む。

C.__init__()
```
print(""Cのコンストラクタ"")
super().__init__()
self.value *= 2
```
C のコンストラクタが呼ばれ、super().__init__() で A.__init__() へ進む。

A.__init__()
```
print(""Aのコンストラクタ"")
self.value = 10
```
A のコンストラクタが呼ばれ、self.value に 10 をセット。

📌 value の変化
A.__init__()
self.value = 10

C.__init__()
self.value *= 2 → 10 × 2 = 20

B.__init__()
self.value += 5 → 20 + 5 = 25

📌 obj.show() の動作
obj.show() は D に show() がないため、B から継承されたメソッドを実行
B.show() が呼ばれ、""B: 25"" が出力される
📌 実際の出力
Dのコンストラクタ
Bのコンストラクタ
Cのコンストラクタ
Aのコンストラクタ
B: 25

📌 まとめ
MRO に従い、D → B → C → A の順で __init__() が実行される！
value の変更は A → C → B の順で行われ、最終的に 25 となる！
メソッド解決順序により B.show() が呼ばれるため、B: 25 が表示される！

💡 MRO の順番と super() の処理順をしっかり意識しよう！ 😃",4,3,
333,"以下のコードを実行すると、出力されるのは？
```python
class A:
    def __init__(self):
        print(""Aのコンストラクタ"")
        self.value = 100

    def show(self):
        print(f""A: {self.value}"")

class B(A):
    def __init__(self):
        print(""Bのコンストラクタ"")
        super().__init__()
        self.value -= 30

    def show(self):
        print(f""B: {self.value}"")

class C(A):
    def __init__(self):
        print(""Cのコンストラクタ"")
        super().__init__()
        self.value //= 2

    def show(self):
        print(f""C: {self.value}"")

class D(B, C):
    def __init__(self):
        print(""Dのコンストラクタ"")
        super().__init__()

    def show(self):
        print(f""D: {self.value}"")

obj = D()
obj.show()

1️⃣ `Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 35`  
2️⃣ `Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 50`  
3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 20
4️⃣ `Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 100`  ","3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 20","📌 MRO（メソッド解決順序）を確認
クラスの継承関係：
class D(B, C)
class B(A)
class C(A)

👉 MRO（メソッド解決順序）
D → B → C → A
つまり、super().__init__() の呼び出し順は D → B → C → A となる。

📌 value の変化を確認
A.__init__()
```
self.value = 100
```
C.__init__()
```
self.value //= 2 → 100 // 2 = 50
```
B.__init__()
```
self.value -= 30 → 50 - 30 = 20
```
📌 obj.show() の動作
obj.show() は D.show() を実行するため、""D: 20"" が出力される。

📌 実際の出力
Dのコンストラクタ
Bのコンストラクタ
Cのコンストラクタ
Aのコンストラクタ
D: 20

📌 正しい選択肢
正解は Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 20
が、選択肢にない！！😱💦

📌 修正後の選択肢
1️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 35
2️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 50
3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 20 ✅ （これが正解！）
4️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 100

📌 まとめ
💡 MRO の順番をしっかり理解し、値がどのように変化するかを追うことがポイント！",4,3,
334,"以下のコードを実行すると、出力されるのは？
```
class A:
    def __init__(self):
        print(""Aのコンストラクタ"")
        self.value = 5

    def show(self):
        print(f""A: {self.value}"")

class B(A):
    def __init__(self):
        print(""Bのコンストラクタ"")
        super().__init__()
        self.value *= 3

    def show(self):
        print(f""B: {self.value}"")

class C(A):
    def __init__(self):
        print(""Cのコンストラクタ"")
        super().__init__()
        self.value += 7

    def show(self):
        print(f""C: {self.value}"")

class D(B, C):
    def __init__(self):
        print(""Dのコンストラクタ"")
        super().__init__()

    def show(self):
        print(f""D: {self.value}"")

obj = D()
obj.show()
```
1️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 12
2️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 36
3️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 18
4️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 42","2️⃣ Dのコンストラクタ → Bのコンストラクタ → Cのコンストラクタ → Aのコンストラクタ → D: 36","この問題のポイントも MRO（メソッド解決順序） に従う super().__init__() の動作と、
value の変更がどのように影響するかを理解することです。

📌 MRO（メソッド解決順序）を確認
クラスの継承関係：
class D(B, C)
class B(A)
class C(A)

👉 MRO（メソッド解決順序）
D → B → C → A
つまり、super().__init__() の呼び出し順は D → B → C → A となる。

📌 value の変化を確認
A.__init__()
```
self.value = 5
```
C.__init__()
```
self.value += 7 → 5 + 7 = 12
```
B.__init__()
```
self.value *= 3 → 12 × 3 = 36
```
📌 obj.show() の動作
obj.show() は D.show() を実行するため、""D: 36"" が出力される。

📌 実際の出力
Dのコンストラクタ
Bのコンストラクタ
Cのコンストラクタ
Aのコンストラクタ
D: 36

📌 まとめ
MRO に従い、D → B → C → A の順で __init__() が実行される！
value の変更は A → C → B の順で行われ、最終的に 36 となる！
メソッド解決順序により D.show() が呼ばれ、D: 36 が表示される！",4,3,
335,"以下のコードを実行すると、出力されるのは？
```
def greet():
    return ""こんにちは！""

print(greet())
```
1️⃣ こんにちは！（画面に表示されるそのままの形）
2️⃣ 'こんにちは！'（シングルクォート付き）
3️⃣ ""こんにちは！""（ダブルクォート付き）
4️⃣ None

💡 まずはシンプルな関数の基本から！✨","1️⃣ こんにちは！（画面に表示されるそのままの形）","この問題は、関数の return と print() の動作の違い を理解するのがポイント！💡

📌 コードの動作
```
def greet():
    return ""こんにちは！""

print(greet())
```
1.関数 greet() を定義

return ""こんにちは！"" により、 ""こんにちは！"" を返す関数になる。
print(greet()) を実行

2.greet() が ""こんにちは！"" を返す。
print() により ""こんにちは！"" のクォートが 省略されて こんにちは！ と画面に表示される。

📌 選択肢の解説
1️⃣ ✅ こんにちは！ → 正解！ print() によって クォートなしの形で表示される。
2️⃣ ❌ 'こんにちは！'（シングルクォート付き） → 間違い！ Python の print() はクォートを表示しない。
3️⃣ ❌ ""こんにちは！""（ダブルクォート付き） → 間違い！ Python の print() の出力とは異なる表記。
4️⃣ ❌ None → 間違い！ return ""こんにちは！"" により、None にはならない。

📌 まとめ
✔ return は 関数の結果を返す
✔ print() を使うと、return の値が クォートなし で画面に表示される
✔ 出力される値の表記に注意！ (こんにちは！ と ""こんにちは！"" の違い)

",3,1,
336,"以下のコードを実行すると、出力されるのは？
```
def add(a, b):
    return a + b

print(add(3, 5))
```
1️⃣ 3 + 5
2️⃣ 35
3️⃣ 8
4️⃣ エラーが発生する","3️⃣ 8","この問題は、関数の引数と return の動作 を理解するのがポイント！💡

📌 コードの動作
```
def add(a, b):
    return a + b

print(add(3, 5))
```
1.関数 add(a, b) を定義

a と b の 2つの引数 を受け取る。
return a + b により、a と b の和を返す。
print(add(3, 5)) を実行

2.add(3, 5) を呼び出すと、3 + 5 が計算されて 8 になる。

3.print(8) により、画面に 8 が表示される。

📌 選択肢の解説
1️⃣ ❌ 3 + 5 → 間違い！ return は計算結果の 値 を返すため、3 + 5 という計算式のまま出力はされない。
2️⃣ ❌ 35 → 間違い！ これは 文字列の連結 の場合に起こる（""3"" + ""5"" → ""35""）。このコードでは int 型の加算なので発生しない。
3️⃣ ✅ 8 → 正解！ 3 + 5 の結果が return され、print() で表示される。
4️⃣ ❌ エラーが発生する → 間違い！ 正しい構文で書かれているため、エラーは発生しない。

📌 まとめ
✔ 関数の引数 は () の中に指定する。
✔ return は計算結果の値を返す（式ではなく、実際の数値が返る！）。
✔ print() で return の結果を表示 する。",3,1,
337,"以下のコードを実行すると、出力されるのは？
```
def multiply(x, y=2):
    return x * y

print(multiply(4))
```
1️⃣ 4
2️⃣ 8
3️⃣ エラーが発生する
4️⃣ None","2️⃣ 8","この問題は、デフォルト引数の動作 を理解するのがポイント！💡

📌 コードの動作
```
def multiply(x, y=2):
    return x * y

print(multiply(4))
```
1.関数 multiply(x, y=2) を定義

x は 必須引数（指定しないとエラーになる）。
y=2 は デフォルト引数（値が指定されなかった場合に 2 を使う）。
multiply(4) を実行

2.y の値を指定していないため、デフォルトの y=2 が適用される。
4 * 2 を計算し、8 を return する。

3.print(8) により、画面に 8 が表示される。

📌 選択肢の解説
1️⃣ ❌ 4 → 間違い！ x=4, y=2 なので 4 * 2 = 8 になる。
2️⃣ ✅ 8 → 正解！ multiply(4) は 4 * 2 となり、8 が出力される。
3️⃣ ❌ エラーが発生する → 間違い！ y はデフォルト引数があるため、エラーにならない。
4️⃣ ❌ None → 間違い！ return で計算結果を返しているので None にはならない。

📌 まとめ
✔ デフォルト引数は、値を指定しなかった場合に適用される！
✔ 関数を呼び出すときにデフォルト引数を省略できる！
✔ デフォルト引数がある場合、関数をより柔軟に使える！",3,1,
338,"以下のコードを実行すると、出力されるのは？
```
def greet(name, message=""こんにちは""):
    return f""{message}, {name}!""

print(greet(""太郎""))
```
1️⃣ ""こんにちは, 太郎!""
2️⃣ ""太郎, こんにちは!""
3️⃣ ""エラーが発生する""
4️⃣ ""None""","1️⃣ ""こんにちは, 太郎!""","この問題は、デフォルト引数の動作 を理解するのがポイント！💡

📌 コードの動作
```
def greet(name, message=""こんにちは""):
    return f""{message}, {name}!""

print(greet(""太郎""))
```
1.関数 greet(name, message=""こんにちは"") を定義
 name は 必須引数（省略不可）。
 message=""こんにちは"" は デフォルト引数（省略時は ""こんにちは"" を使う）。

2. greet(""太郎"") を実行
 message は指定されていないので、デフォルトの ""こんにちは"" が適用される。
 return f""{message}, {name}!"" のため、""こんにちは, 太郎!"" を返す。

3.print(""こんにちは, 太郎!"") により、画面に ""こんにちは, 太郎!"" が表示される。

📌 選択肢の解説
1️⃣ ✅ ""こんにちは, 太郎!"" → 正解！ message のデフォルト値 ""こんにちは"" が適用される。
2️⃣ ❌ ""太郎, こんにちは!"" → 間違い！ {message}, {name}! の順番なので、""こんにちは, 太郎!"" になる。
3️⃣ ❌ ""エラーが発生する"" → 間違い！ name は指定されているのでエラーにならない。
4️⃣ ❌ ""None"" → 間違い！ return により ""こんにちは, 太郎!"" を返しているので None にはならない。

📌 まとめ
✔ デフォルト引数は、省略されたときに自動で適用される！
✔ デフォルト引数を使うと、関数の使い勝手が向上する！
✔ f""{message}, {name}!"" のフォーマットを理解しよう！",3,1,
339,"以下のコードを実行すると、出力されるのは？
```
def power(base, exponent=2):
    return base ** exponent

print(power(3))
```
1️⃣ 6
2️⃣ 9
3️⃣ エラーが発生する
4️⃣ None","2️⃣ 9","この問題は、デフォルト引数とべき乗（累乗）演算 ** を理解するのがポイント！💡

📌 コードの動作
```
def power(base, exponent=2):
    return base ** exponent

print(power(3))
```
1.関数 power(base, exponent=2) を定義
  base は 必須引数（省略不可）。
  exponent=2 は デフォルト引数（省略時は 2 を使う）。
  return base ** exponent により base を exponent 乗する。

2.power(3) を実行
  exponent を指定していないため、デフォルト値 2 が適用される。

3 ** 2（3の2乗）を計算し、9 を return する。
print(9) により、画面に 9 が表示される。

📌 選択肢の解説
1️⃣ ❌ 6 → 間違い！ ** は累乗演算子なので 3 ** 2 = 9 となる。掛け算 3 * 2 ではない。
2️⃣ ✅ 9 → 正解！ power(3) は 3 ** 2 となり、9 が出力される。
3️⃣ ❌ エラーが発生する → 間違い！ exponent にはデフォルト値 2 があるため、エラーは発生しない。
4️⃣ ❌ None → 間違い！ return により 9 を返しているので None にはならない。

📌 まとめ
✔ デフォルト引数は、省略されたときに適用される！
✔ 累乗（べき乗）演算子 ** を理解しよう！（x ** y は x の y 乗を計算）
✔ power(3, 4) のように引数を渡せば、任意のべき乗計算が可能！",3,1,
